"state"	"variable"	"value"
"MISSISSIPPI"	"1968"	10.8607480847228
"MISSOURI"	"1968"	0.700525394045534
"MONTANA"	"1968"	9.71428571428571
"NEBRASKA"	"1968"	4.56714383094751
"NEVADA"	"1968"	1.72413793103448
"NEW HAMPSHIRE"	"1968"	12.4118476727786
"NEW JERSEY"	"1968"	9.73590292648109
"NEW MEXICO"	"1968"	17.7062374245473
"NEW YORK"	"1968"	NA
"NORTH CAROLINA"	"1968"	6.47482014388489
"NORTH DAKOTA"	"1968"	22.866344605475
"OHIO"	"1968"	3.17611259033853
"OKLAHOMA"	"1968"	3.79544546544147
"OREGON"	"1968"	30.6387225548902
"PENNSYLVANIA"	"1968"	2.51256281407035
"RHODE ISLAND"	"1968"	7.26681127982646
"SOUTH CAROLINA"	"1968"	1.48495506057054
"SOUTH DAKOTA"	"1968"	0.597907324364723
"TENNESSEE"	"1968"	1.6761217122228
"TEXAS"	"1968"	47.5644699140401
"UTAH"	"1968"	2.04081632653061
"VERMONT"	"1968"	1.86046511627907
"VIRGINIA"	"1968"	7.81044317683194
"WASHINGTON"	"1968"	18.2874617737003
"WEST VIRGINIA"	"1968"	20.5331820760068
"WISCONSIN"	"1968"	31.8527042577675
"WYOMING"	"1968"	16.9753086419753
"ALABAMA"	"1969"	0.348837209302326
"ARIZONA"	"1969"	32.2970639032815
"ARKANSAS"	"1969"	0.156821745948772
"CALIFORNIA"	"1969"	4.47973212926792
"COLORADO"	"1969"	6.41735918744229
"CONNECTICUT"	"1969"	21.1666666666667
"DELAWARE"	"1969"	92.5925925925926
"DISTRICT OF COLUMBIA"	"1969"	5.64304461942257
"FLORIDA"	"1969"	9.07995783767505
"GEORGIA"	"1969"	0.0439463854098
"IDAHO"	"1969"	12.7298444130127
"ILLINOIS"	"1969"	10.0099646707129
"INDIANA"	"1969"	9.1580789422516
"IOWA"	"1969"	9.62566844919786
"KANSAS"	"1969"	0.402504472271914
"KENTUCKY"	"1969"	2.22013758599124
"LOUISIANA"	"1969"	3.45399281569494
"MAINE"	"1969"	0.100806451612903
"MARYLAND"	"1969"	2.48190279214064
"MASSACHUSETTS"	"1969"	6.60176991150442
"MICHIGAN"	"1969"	4.43001935998178
"MINNESOTA"	"1969"	0.718467269824375
"MISSISSIPPI"	"1969"	1.03603603603604
"MISSOURI"	"1969"	1.61637931034483
"MONTANA"	"1969"	20.8933717579251
"NEBRASKA"	"1969"	45.1153324287653
"NEVADA"	"1969"	0.208333333333333
"NEW HAMPSHIRE"	"1969"	27.2099447513812
"NEW JERSEY"	"1969"	13.5870331219168
"NEW MEXICO"	"1969"	28.3877349159248
"NEW YORK"	"1969"	NA
"NORTH CAROLINA"	"1969"	6.79785330948122
"NORTH DAKOTA"	"1969"	13.2045088566828
"OHIO"	"1969"	5.26365615828837
"OKLAHOMA"	"1969"	5.60157790927022
"OREGON"	"1969"	9.79631425800194
"PENNSYLVANIA"	"1969"	10.689038412401
"RHODE ISLAND"	"1969"	1.931330472103
"SOUTH CAROLINA"	"1969"	5.36964980544747
"SOUTH DAKOTA"	"1969"	0.449101796407186
"TENNESSEE"	"1969"	0.538876058506544
"TEXAS"	"1969"	44.4001810774106
"UTAH"	"1969"	1.05062082139446
"VERMONT"	"1969"	0.68649885583524
"VIRGINIA"	"1969"	19.5058517555267
"WASHINGTON"	"1969"	1.70505533951541
"WEST VIRGINIA"	"1969"	13.8029782359679
"WISCONSIN"	"1969"	15.3951576062129
"WYOMING"	"1969"	2.43161094224924
"ALABAMA"	"1970"	14.1100479219035
"ARIZONA"	"1970"	56.6633190623629
"ARKANSAS"	"1970"	1.71578134082593
"CALIFORNIA"	"1970"	9.75911705076979
"COLORADO"	"1970"	5.97394274790505
"CONNECTICUT"	"1970"	3.82558372306468
"DELAWARE"	"1970"	48.8958299884693
"DISTRICT OF COLUMBIA"	"1970"	45.5946333134215
"FLORIDA"	"1970"	21.2621281741162
"GEORGIA"	"1970"	0.392333797594994
"IDAHO"	"1970"	13.7444513790032
"ILLINOIS"	"1970"	29.6392036747932
"INDIANA"	"1970"	5.52412599472764
"IOWA"	"1970"	7.04333028476291
"KANSAS"	"1970"	3.37917300076343
"KENTUCKY"	"1970"	33.2224778938564
"LOUISIANA"	"1970"	8.4782105872272
"MAINE"	"1970"	42.164710049692
"MARYLAND"	"1970"	35.4749372881092
"MASSACHUSETTS"	"1970"	15.9074170748984
"MICHIGAN"	"1970"	20.4800229142071
"MINNESOTA"	"1970"	1.2874060423483
"MISSISSIPPI"	"1970"	6.22464472163659
"MISSOURI"	"1970"	16.653757688467
"MONTANA"	"1970"	15.6968011647314
"NEBRASKA"	"1970"	52.9847515674936
"NEVADA"	"1970"	4.2967806882215
"NEW HAMPSHIRE"	"1970"	8.67583684546572
"NEW JERSEY"	"1970"	23.8456741437032
"NEW MEXICO"	"1970"	29.6935760602917
"NEW YORK"	"1970"	NA
"NORTH CAROLINA"	"1970"	19.9236450397106
"NORTH DAKOTA"	"1970"	51.9592354708381
"OHIO"	"1970"	37.9453832319502
"OKLAHOMA"	"1970"	31.3346979424981
"OREGON"	"1970"	21.7543782479167
"PENNSYLVANIA"	"1970"	17.7785069206524
"RHODE ISLAND"	"1970"	11.5823245304157
"SOUTH CAROLINA"	"1970"	24.6264252350608
"SOUTH DAKOTA"	"1970"	15.9097765576947
"TENNESSEE"	"1970"	13.9072210061187
"TEXAS"	"1970"	74.3571437819988
"UTAH"	"1970"	3.68177042178928
"VERMONT"	"1970"	2.02369067213513
"VIRGINIA"	"1970"	53.0157490742668
"WASHINGTON"	"1970"	19.86380112292
"WEST VIRGINIA"	"1970"	20.0087488110847
"WISCONSIN"	"1970"	31.3276613063318
"WYOMING"	"1970"	3.30910666153254
"ALABAMA"	"1971"	59.6498331749153
"ARIZONA"	"1971"	27.165112189276
"ARKANSAS"	"1971"	22.6637570526367
"CALIFORNIA"	"1971"	14.6810623977591
"COLORADO"	"1971"	38.6798661529031
"CONNECTICUT"	"1971"	39.563035905987
"DELAWARE"	"1971"	8.14580278657288
"DISTRICT OF COLUMBIA"	"1971"	2.40070100469337
"FLORIDA"	"1971"	31.4599659360653
"GEORGIA"	"1971"	23.9836147340047
"IDAHO"	"1971"	38.7138867794784
"ILLINOIS"	"1971"	32.0020795549381
"INDIANA"	"1971"	62.3215915952272
"IOWA"	"1971"	100.220745133175
"KANSAS"	"1971"	62.4499243300988
"KENTUCKY"	"1971"	115.189173733715
"LOUISIANA"	"1971"	42.7437153128417
"MAINE"	"1971"	128.719014368863
"MARYLAND"	"1971"	14.0357024470899
"MASSACHUSETTS"	"1971"	9.46392032877973
"MICHIGAN"	"1971"	29.7631450919337
"MINNESOTA"	"1971"	2.30959707651721
"MISSISSIPPI"	"1971"	66.3008203291911
"MISSOURI"	"1971"	44.8181500388085
"MONTANA"	"1971"	116.064118039318
"NEBRASKA"	"1971"	4.71884961092753
"NEVADA"	"1971"	0.961505178666892
"NEW HAMPSHIRE"	"1971"	26.3831116583164
"NEW JERSEY"	"1971"	17.6484152753146
"NEW MEXICO"	"1971"	40.427545013604
"NEW YORK"	"1971"	NA
"NORTH CAROLINA"	"1971"	38.7813582738337
"NORTH DAKOTA"	"1971"	41.6427340608845
"OHIO"	"1971"	38.1562128021174
"OKLAHOMA"	"1971"	28.6030594198964
"OREGON"	"1971"	16.4572933238247
"PENNSYLVANIA"	"1971"	17.8691613945349
"RHODE ISLAND"	"1971"	23.5695514620909
"SOUTH CAROLINA"	"1971"	34.1813693507305
"SOUTH DAKOTA"	"1971"	34.1130676883704
"TENNESSEE"	"1971"	25.9367631318255
"TEXAS"	"1971"	85.7874057068347
"UTAH"	"1971"	30.3307688395847
"VERMONT"	"1971"	27.0735476032206
"VIRGINIA"	"1971"	33.9729538241464
"WASHINGTON"	"1971"	34.1981689621595
"WEST VIRGINIA"	"1971"	34.1116320100392
"WISCONSIN"	"1971"	89.0825173038588
"WYOMING"	"1971"	26.154546923902
"ALABAMA"	"1972"	4.01197943154207
"ARIZONA"	"1972"	43.2208280572885
"ARKANSAS"	"1972"	0.643998577258528
"CALIFORNIA"	"1972"	15.5886659662697
"COLORADO"	"1972"	21.583460831009
"CONNECTICUT"	"1972"	49.0109978202489
"DELAWARE"	"1972"	9.60006144039322
"DISTRICT OF COLUMBIA"	"1972"	0.269454260812863
"FLORIDA"	"1972"	18.2254775135017
"GEORGIA"	"1972"	3.65943166531171
"IDAHO"	"1972"	14.281278292326
"ILLINOIS"	"1972"	39.2465375773155
"INDIANA"	"1972"	23.89468234877
"IOWA"	"1972"	31.8499507217283
"KANSAS"	"1972"	1.72843609772312
"KENTUCKY"	"1972"	14.4795978568996
"LOUISIANA"	"1972"	3.26984516884364
"MAINE"	"1972"	20.4004285056831
"MARYLAND"	"1972"	0.294587036844737
"MASSACHUSETTS"	"1972"	21.6308103290418
"MICHIGAN"	"1972"	25.6176137541666
"MINNESOTA"	"1972"	0.671878549166134
"MISSISSIPPI"	"1972"	9.10226919571049
"MISSOURI"	"1972"	3.76146827548237
"MONTANA"	"1972"	2.08700878769834
"NEBRASKA"	"1972"	1.57997331161748
"NEVADA"	"1972"	0.182885902971713
"NEW HAMPSHIRE"	"1972"	97.5538562578494
"NEW JERSEY"	"1972"	5.65777264806391
"NEW MEXICO"	"1972"	12.4223947966853
"NEW YORK"	"1972"	NA
"NORTH CAROLINA"	"1972"	0.697961763013686
"NORTH DAKOTA"	"1972"	9.34847469336211
"OHIO"	"1972"	2.75425879592552
"OKLAHOMA"	"1972"	0.451357570733373
"OREGON"	"1972"	8.78351902360036
"PENNSYLVANIA"	"1972"	0.470262884510238
"RHODE ISLAND"	"1972"	52.2163748089332
"SOUTH CAROLINA"	"1972"	7.72286818498255
"SOUTH DAKOTA"	"1972"	1.77191340068573
"TENNESSEE"	"1972"	4.76235715676043
"TEXAS"	"1972"	13.2152431451666
"UTAH"	"1972"	14.0913418392196
"VERMONT"	"1972"	17.273282765798
"VIRGINIA"	"1972"	1.59602957587898
"WASHINGTON"	"1972"	28.6262447848464
"WEST VIRGINIA"	"1972"	15.3533951029345
"WISCONSIN"	"1972"	76.3146509026717
"WYOMING"	"1972"	14.682808159035
"ALABAMA"	"1973"	0.530758873450324
"ARIZONA"	"1973"	0.517783997461917
"ARKANSAS"	"1973"	1.79676543372946
"CALIFORNIA"	"1973"	3.98682660486063
"COLORADO"	"1973"	7.41225096840057
"CONNECTICUT"	"1973"	65.4863691214656
"DELAWARE"	"1973"	1.73082548259742
"DISTRICT OF COLUMBIA"	"1973"	1.36707642504047
"FLORIDA"	"1973"	4.99134664763468
"GEORGIA"	"1973"	1.03861742506783
"IDAHO"	"1973"	33.5006661773694
"ILLINOIS"	"1973"	19.9975700730409
"INDIANA"	"1973"	14.2368033730734
"IOWA"	"1973"	10.4759028045738
"KANSAS"	"1973"	1.19173571009572
"KENTUCKY"	"1973"	12.3404639065162
"LOUISIANA"	"1973"	2.3492922427162
"MAINE"	"1973"	1.14760604597119
"MARYLAND"	"1973"	0.341632230951197
"MASSACHUSETTS"	"1973"	73.3242325258615
"MICHIGAN"	"1973"	48.7775001332899
"MINNESOTA"	"1973"	0.617072546133886
"MISSISSIPPI"	"1973"	2.76649190950081
"MISSOURI"	"1973"	1.35908059243368
"MONTANA"	"1973"	49.2571526063638
"NEBRASKA"	"1973"	0.457645856637859
"NEVADA"	"1973"	0.175749704301122
"NEW HAMPSHIRE"	"1973"	92.7647259320483
"NEW JERSEY"	"1973"	10.3367164942767
"NEW MEXICO"	"1973"	15.0154360491674
"NEW YORK"	"1973"	NA
"NORTH CAROLINA"	"1973"	0.111320310835993
"NORTH DAKOTA"	"1973"	11.3802505235706
"OHIO"	"1973"	3.90069426785547
"OKLAHOMA"	"1973"	2.48522681033009
"OREGON"	"1973"	21.097874511805
"PENNSYLVANIA"	"1973"	3.60791409834064
"RHODE ISLAND"	"1973"	66.4112702385272
"SOUTH CAROLINA"	"1973"	2.98926206644445
"SOUTH DAKOTA"	"1973"	0.442011742778633
"TENNESSEE"	"1973"	4.43651337307388
"TEXAS"	"1973"	4.4178052360227
"UTAH"	"1973"	0.256401490547332
"VERMONT"	"1973"	26.6848835471682
"VIRGINIA"	"1973"	9.01803034791643
"WASHINGTON"	"1973"	26.3885463360452
"WEST VIRGINIA"	"1973"	13.3971079961912
"WISCONSIN"	"1973"	30.9443964560709
"WYOMING"	"1973"	18.9232928789107
"ALABAMA"	"1974"	0.579070889030991
"ARIZONA"	"1974"	0.944586082378702
"ARKANSAS"	"1974"	0.666221567210097
"CALIFORNIA"	"1974"	5.12896440966257
"COLORADO"	"1974"	6.21703104501996
"CONNECTICUT"	"1974"	5.66029081533236
"DELAWARE"	"1974"	2.75189278625705
"DISTRICT OF COLUMBIA"	"1974"	0.139286047577328
"FLORIDA"	"1974"	2.69919778395862
"GEORGIA"	"1974"	0.0600069728102405
"IDAHO"	"1974"	6.68325103033453
"ILLINOIS"	"1974"	18.1581750190572
"INDIANA"	"1974"	4.81173616019724
"IOWA"	"1974"	2.19701276011062
"KANSAS"	"1974"	7.40251482816251
"KENTUCKY"	"1974"	4.97612193255013
"LOUISIANA"	"1974"	0.366481689396821
"MAINE"	"1974"	2.92717933222541
"MARYLAND"	"1974"	0.582691866471303
"MASSACHUSETTS"	"1974"	7.06671183819724
"MICHIGAN"	"1974"	25.0397394814175
"MINNESOTA"	"1974"	1.35760804831035
"MISSISSIPPI"	"1974"	0.630711088910081
"MISSOURI"	"1974"	5.52551851257212
"MONTANA"	"1974"	46.9841218110885
"NEBRASKA"	"1974"	6.10710431648834
"NEVADA"	"1974"	27.8139880902514
"NEW HAMPSHIRE"	"1974"	19.2422240579277
"NEW JERSEY"	"1974"	72.7864272747395
"NEW MEXICO"	"1974"	5.48037715602015
"NEW YORK"	"1974"	NA
"NORTH CAROLINA"	"1974"	0.109670948768861
"NORTH DAKOTA"	"1974"	5.83082108992229
"OHIO"	"1974"	27.4202682783443
"OKLAHOMA"	"1974"	1.06041901909047
"OREGON"	"1974"	1.05032225199594
"PENNSYLVANIA"	"1974"	7.3962478278787
"RHODE ISLAND"	"1974"	6.31170347617069
"SOUTH CAROLINA"	"1974"	2.03884420031433
"SOUTH DAKOTA"	"1974"	4.12016156919296
"TENNESSEE"	"1974"	1.30532532385715
"TEXAS"	"1974"	1.39379876920233
"UTAH"	"1974"	1.24950956749476
"VERMONT"	"1974"	12.0506890034292
"VIRGINIA"	"1974"	0.865005092466027
"WASHINGTON"	"1974"	2.22538596361747
"WEST VIRGINIA"	"1974"	12.7792218665706
"WISCONSIN"	"1974"	13.7270111061199
"WYOMING"	"1974"	4.6511500652529
"ALABAMA"	"1975"	0.135913367732101
"ARIZONA"	"1975"	3.63262835542161
"ARKANSAS"	"1975"	0.0926129159824887
"CALIFORNIA"	"1975"	24.2224745841611
"COLORADO"	"1975"	45.240260583901
"CONNECTICUT"	"1975"	4.18491484184915
"DELAWARE"	"1975"	5.96669900049268
"DISTRICT OF COLUMBIA"	"1975"	0.282937056407746
"FLORIDA"	"1975"	0.962619602550801
"GEORGIA"	"1975"	0.789877717055928
"IDAHO"	"1975"	2.4038981612583
"ILLINOIS"	"1975"	16.5164935121177
"INDIANA"	"1975"	9.61652073534329
"IOWA"	"1975"	24.2984094608287
"KANSAS"	"1975"	94.1428006408902
"KENTUCKY"	"1975"	4.55624350987623
"LOUISIANA"	"1975"	0.0514654265557484
"MAINE"	"1975"	0.373136068731664
"MARYLAND"	"1975"	1.54623135100031
"MASSACHUSETTS"	"1975"	2.70938886607908
"MICHIGAN"	"1975"	35.0857258676232
"MINNESOTA"	"1975"	1.34773802515693
"MISSISSIPPI"	"1975"	1.50034445408092
"MISSOURI"	"1975"	5.44890219178971
"MONTANA"	"1975"	7.0835917285033
"NEBRASKA"	"1975"	25.6623444625391
"NEVADA"	"1975"	4.35503538869497
"NEW HAMPSHIRE"	"1975"	2.17245686767927
"NEW JERSEY"	"1975"	6.52787326931293
"NEW MEXICO"	"1975"	9.31079431420827
"NEW YORK"	"1975"	NA
"NORTH CAROLINA"	"1975"	0.0540814553247519
"NORTH DAKOTA"	"1975"	133.35712474526
"OHIO"	"1975"	1.04916936889677
"OKLAHOMA"	"1975"	7.28011091717504
"OREGON"	"1975"	8.54201534042936
"PENNSYLVANIA"	"1975"	4.73706954295258
"RHODE ISLAND"	"1975"	0.53034192204398
"SOUTH CAROLINA"	"1975"	0.585797242480086
"SOUTH DAKOTA"	"1975"	26.1364203676132
"TENNESSEE"	"1975"	4.16319149324323
"TEXAS"	"1975"	2.22773090570071
"UTAH"	"1975"	28.7209857365922
"VERMONT"	"1975"	9.38060882235837
"VIRGINIA"	"1975"	0.851924606653531
"WASHINGTON"	"1975"	8.28422856849359
"WEST VIRGINIA"	"1975"	11.9419188492333
"WISCONSIN"	"1975"	32.1468552207847
"WYOMING"	"1975"	0.785967853914775
"ALABAMA"	"1976"	NA
"ARIZONA"	"1976"	9.93113419093437
"ARKANSAS"	"1976"	0.921590610097592
"CALIFORNIA"	"1976"	11.21448853567
"COLORADO"	"1976"	13.2583369866573
"CONNECTICUT"	"1976"	8.5945899488703
"DELAWARE"	"1976"	19.147155207179
"DISTRICT OF COLUMBIA"	"1976"	1.87781220433486
"FLORIDA"	"1976"	3.88814196310096
"GEORGIA"	"1976"	0.0974124904633172
"IDAHO"	"1976"	243.645439874537
"ILLINOIS"	"1976"	17.976077094537
"INDIANA"	"1976"	80.477438854218
"IOWA"	"1976"	0.930046068281916
"KANSAS"	"1976"	34.376343165431
"KENTUCKY"	"1976"	22.9793409774352
"LOUISIANA"	"1976"	10.1756566399324
"MAINE"	"1976"	0.918769730579964
"MARYLAND"	"1976"	20.2865218228283
"MASSACHUSETTS"	"1976"	0.748649992548321
"MICHIGAN"	"1976"	68.6149560668207
"MINNESOTA"	"1976"	10.6187636833237
"MISSISSIPPI"	"1976"	0.699658731164775
"MISSOURI"	"1976"	4.75301966572219
"MONTANA"	"1976"	70.1159488034733
"NEBRASKA"	"1976"	3.54630278591099
"NEVADA"	"1976"	5.40979172301866
"NEW HAMPSHIRE"	"1976"	0.946467782236693
"NEW JERSEY"	"1976"	9.26462704085769
"NEW MEXICO"	"1976"	1.34533484122947
"NEW YORK"	"1976"	NA
"NORTH CAROLINA"	"1976"	0.338803886758189
"NORTH DAKOTA"	"1976"	0.154847421093625
"OHIO"	"1976"	5.99851460038454
"OKLAHOMA"	"1976"	10.4357731227548
"OREGON"	"1976"	7.56855216120007
"PENNSYLVANIA"	"1976"	29.435057035256
"RHODE ISLAND"	"1976"	1.6911728177793
"SOUTH CAROLINA"	"1976"	0.169856746217375
"SOUTH DAKOTA"	"1976"	0.728448841037894
"TENNESSEE"	"1976"	4.87700739464744
"TEXAS"	"1976"	2.05361261844986
"UTAH"	"1976"	173.421557923271
"VERMONT"	"1976"	34.85053451234
"VIRGINIA"	"1976"	16.9079102662449
"WASHINGTON"	"1976"	9.93607879554149
"WEST VIRGINIA"	"1976"	11.6520165171325
"WISCONSIN"	"1976"	92.1690270292852
"WYOMING"	"1976"	1.00767851024809
"ALABAMA"	"1977"	2.08972429658954
"ARIZONA"	"1977"	9.97857081301024
"ARKANSAS"	"1977"	0.362153181742047
"CALIFORNIA"	"1977"	38.7609453590568
"COLORADO"	"1977"	19.0642919136247
"CONNECTICUT"	"1977"	26.3147490279422
"DELAWARE"	"1977"	4.05522541139417
"DISTRICT OF COLUMBIA"	"1977"	0.147660758267526
"FLORIDA"	"1977"	3.43263006195784
"GEORGIA"	"1977"	14.7518141378705
"IDAHO"	"1977"	15.6202424759669
"ILLINOIS"	"1977"	16.8535635230921
"INDIANA"	"1977"	78.5161118379074
"IOWA"	"1977"	141.716030454703
"KANSAS"	"1977"	51.5373514369053
"KENTUCKY"	"1977"	33.4947629804799
"LOUISIANA"	"1977"	2.78991515419637
"MAINE"	"1977"	16.2199681399955
"MARYLAND"	"1977"	8.92172980829073
"MASSACHUSETTS"	"1977"	13.3317091303386
"MICHIGAN"	"1977"	14.2294662260075
"MINNESOTA"	"1977"	64.5215628355798
"MISSISSIPPI"	"1977"	2.35848960699024
"MISSOURI"	"1977"	19.8635746661696
"MONTANA"	"1977"	132.475618641657
"NEBRASKA"	"1977"	13.4246121314816
"NEVADA"	"1977"	11.4987771492762
"NEW HAMPSHIRE"	"1977"	30.46807003747
"NEW JERSEY"	"1977"	2.69858851554326
"NEW MEXICO"	"1977"	2.05639456453789
"NEW YORK"	"1977"	NA
"NORTH CAROLINA"	"1977"	1.16082592412736
"NORTH DAKOTA"	"1977"	3.53971950031473
"OHIO"	"1977"	17.3979338236072
"OKLAHOMA"	"1977"	2.19511124335979
"OREGON"	"1977"	14.6729865413155
"PENNSYLVANIA"	"1977"	28.9567717605221
"RHODE ISLAND"	"1977"	6.84044915441525
"SOUTH CAROLINA"	"1977"	5.51529391001246
"SOUTH DAKOTA"	"1977"	8.7148501045782
"TENNESSEE"	"1977"	16.6631961095394
"TEXAS"	"1977"	15.5384842777068
"UTAH"	"1977"	1.74306864962198
"VERMONT"	"1977"	57.9349542923703
"VIRGINIA"	"1977"	53.0895540092338
"WASHINGTON"	"1977"	14.2741753949233
"WEST VIRGINIA"	"1977"	14.4123331837945
"WISCONSIN"	"1977"	50.2970487066504
"WYOMING"	"1977"	4.59654436633007
"ALABAMA"	"1978"	1.56582901773458
"ARIZONA"	"1978"	2.30587329782819
"ARKANSAS"	"1978"	0.802451220996404
"CALIFORNIA"	"1978"	2.81573472853646
"COLORADO"	"1978"	0.867444378743565
"CONNECTICUT"	"1978"	10.6416459682879
"DELAWARE"	"1978"	1.51317470778915
"DISTRICT OF COLUMBIA"	"1978"	0.150364182048922
"FLORIDA"	"1978"	12.0192941532177
"GEORGIA"	"1978"	0.566491891329483
"IDAHO"	"1978"	0.109806849751287
"ILLINOIS"	"1978"	6.93972194321678
"INDIANA"	"1978"	3.74756819385859
"IOWA"	"1978"	2.63873129799193
"KANSAS"	"1978"	4.0673780439508
"KENTUCKY"	"1978"	3.37952385279016
"LOUISIANA"	"1978"	11.6011020063762
"MAINE"	"1978"	118.717705102347
"MARYLAND"	"1978"	1.21904492371767
"MASSACHUSETTS"	"1978"	5.49118281646776
"MICHIGAN"	"1978"	82.6447984494282
"MINNESOTA"	"1978"	1.07089285816572
"MISSISSIPPI"	"1978"	9.32544850583805
"MISSOURI"	"1978"	3.45645753189707
"MONTANA"	"1978"	13.9329709056559
"NEBRASKA"	"1978"	NA
"NEVADA"	"1978"	2.77995540951523
"NEW HAMPSHIRE"	"1978"	6.05707106963388
"NEW JERSEY"	"1978"	1.02029655531558
"NEW MEXICO"	"1978"	NA
"NEW YORK"	"1978"	NA
"NORTH CAROLINA"	"1978"	2.17033029996395
"NORTH DAKOTA"	"1978"	27.4834523515241
"OHIO"	"1978"	4.64078774454103
"OKLAHOMA"	"1978"	0.685556960185594
"OREGON"	"1978"	21.0856697658498
"PENNSYLVANIA"	"1978"	2.47487330163924
"RHODE ISLAND"	"1978"	0.840498583759886
"SOUTH CAROLINA"	"1978"	6.56951665438167
"SOUTH DAKOTA"	"1978"	NA
"TENNESSEE"	"1978"	22.0671134476989
"TEXAS"	"1978"	7.75530910906609
"UTAH"	"1978"	3.21752674569107
"VERMONT"	"1978"	10.6402413929481
"VIRGINIA"	"1978"	50.2443911472722
"WASHINGTON"	"1978"	11.0309063368057
"WEST VIRGINIA"	"1978"	46.0123895507683
"WISCONSIN"	"1978"	33.4688733021273
"WYOMING"	"1978"	NA
"ALABAMA"	"1979"	2.43129773361667
"ARIZONA"	"1979"	3.18716513423467
"ARKANSAS"	"1979"	0.440270096899046
"CALIFORNIA"	"1979"	4.18800802171228
"COLORADO"	"1979"	2.52699497478972
"CONNECTICUT"	"1979"	0.129202430168509
"DELAWARE"	"1979"	0.168071746467132
"DISTRICT OF COLUMBIA"	"1979"	0.153842366957121
"FLORIDA"	"1979"	6.34404745347495
"GEORGIA"	"1979"	6.85009619756714
"IDAHO"	"1979"	2.14448005472713
"ILLINOIS"	"1979"	11.5558378171066
"INDIANA"	"1979"	3.41745234744438
"IOWA"	"1979"	0.308669603143491
"KANSAS"	"1979"	3.1902594148809
"KENTUCKY"	"1979"	1.64753512270292
"LOUISIANA"	"1979"	6.21123266383335
"MAINE"	"1979"	1.69255533987847
"MARYLAND"	"1979"	0.405615629085981
"MASSACHUSETTS"	"1979"	0.418234756562975
"MICHIGAN"	"1979"	9.44285228961649
"MINNESOTA"	"1979"	30.0717277367988
"MISSISSIPPI"	"1979"	1.07695480260017
"MISSOURI"	"1979"	9.75077507465755
"MONTANA"	"1979"	7.87496586456329
"NEBRASKA"	"1979"	4.27474759848508
"NEVADA"	"1979"	2.74378174130842
"NEW HAMPSHIRE"	"1979"	2.09003887472307
"NEW JERSEY"	"1979"	0.638022445358129
"NEW MEXICO"	"1979"	2.33513553905047
"NEW YORK"	"1979"	NA
"NORTH CAROLINA"	"1979"	1.97476050018795
"NORTH DAKOTA"	"1979"	1.68480125471744
"OHIO"	"1979"	2.97269069625602
"OKLAHOMA"	"1979"	0.873858522305239
"OREGON"	"1979"	2.82069789475474
"PENNSYLVANIA"	"1979"	0.361710047337751
"RHODE ISLAND"	"1979"	10.8377473479085
"SOUTH CAROLINA"	"1979"	3.07416802496354
"SOUTH DAKOTA"	"1979"	0.290556197200491
"TENNESSEE"	"1979"	1.75420400471618
"TEXAS"	"1979"	4.66577397738007
"UTAH"	"1979"	1.47862541348704
"VERMONT"	"1979"	23.3491368734318
"VIRGINIA"	"1979"	6.02869848877485
"WASHINGTON"	"1979"	25.8112241240611
"WEST VIRGINIA"	"1979"	3.55277100691709
"WISCONSIN"	"1979"	13.8164875755182
"WYOMING"	"1979"	NA
"ALABAMA"	"1980"	0.564988001709346
"ARIZONA"	"1980"	12.029953480501
"ARKANSAS"	"1980"	0.393625884838187
"CALIFORNIA"	"1980"	3.81529381015689
"COLORADO"	"1980"	0.761255157503692
"CONNECTICUT"	"1980"	0.289614799444969
"DELAWARE"	"1980"	0.673017710461051
"DISTRICT OF COLUMBIA"	"1980"	0.783290226261215
"FLORIDA"	"1980"	4.17593340832913
"GEORGIA"	"1980"	15.4856990667395
"IDAHO"	"1980"	NA
"ILLINOIS"	"1980"	2.96678305674572
"INDIANA"	"1980"	2.03998962519562
"IOWA"	"1980"	0.068638702344149
"KANSAS"	"1980"	3.00379197006023
"KENTUCKY"	"1980"	1.72094612701074
"LOUISIANA"	"1980"	0.451746356308995
"MAINE"	"1980"	4.26795653797592
"MARYLAND"	"1980"	2.01566288631068
"MASSACHUSETTS"	"1980"	1.01097482899274
"MICHIGAN"	"1980"	3.0230797019848
"MINNESOTA"	"1980"	27.1346452500877
"MISSISSIPPI"	"1980"	1.22984736404037
"MISSOURI"	"1980"	1.01694515370719
"MONTANA"	"1980"	0.127114873711373
"NEBRASKA"	"1980"	3.63097797525202
"NEVADA"	"1980"	1.74892222667781
"NEW HAMPSHIRE"	"1980"	26.286918456241
"NEW JERSEY"	"1980"	8.79858212478426
"NEW MEXICO"	"1980"	0.0767522146851547
"NEW YORK"	"1980"	NA
"NORTH CAROLINA"	"1980"	2.22722223223433
"NORTH DAKOTA"	"1980"	NA
"OHIO"	"1980"	3.51929080733457
"OKLAHOMA"	"1980"	22.2127465466121
"OREGON"	"1980"	0.0759559531427725
"PENNSYLVANIA"	"1980"	9.49940976382546
"RHODE ISLAND"	"1980"	0.211158903409583
"SOUTH CAROLINA"	"1980"	5.12521541921059
"SOUTH DAKOTA"	"1980"	NA
"TENNESSEE"	"1980"	3.89883078638764
"TEXAS"	"1980"	1.40556128595083
"UTAH"	"1980"	3.08000413404999
"VERMONT"	"1980"	42.2323718951386
"VIRGINIA"	"1980"	6.69557108545681
